0 3.91965e-06 -1.17033e-05 1.23422e-05
0.01 7.77907e-06 -2.36743e-05 2.49196e-05
0.02 1.22092e-05 -3.51628e-05 3.72221e-05
0.03 1.64308e-05 -4.74265e-05 5.01921e-05
0.04 2.18573e-05 -5.87553e-05 6.26892e-05
0.05 2.68473e-05 -7.12764e-05 7.6165e-05
0.06 3.37921e-05 -8.2482e-05 8.91358e-05
0.07 3.99543e-05 -9.51268e-05 0.000103177
0.08 4.89655e-05 -0.000106207 0.000116951
0.09 5.6717e-05 -0.000118702 0.000131556
0.1 6.83405e-05 -0.000129596 0.000146511
0.11 7.81286e-05 -0.000141487 0.000161625
0.12 9.28589e-05 -0.000152044 0.000178158
0.13 0.000105176 -0.000162667 0.000193708
0.14 0.000123383 -0.000172606 0.00021217
0.15 0.000138773 -0.000181084 0.000228143
0.16 0.000160611 -0.000189922 0.000248729
0.17 0.000179648 -0.000195205 0.000265289
0.18 0.000204962 -0.000202173 0.000287895
0.19 0.000228187 -0.000203122 0.000305496
0.2 0.000256448 -0.000207065 0.000329608
0.21 0.000284221 -0.000202596 0.000349037
0.22 0.000314524 -0.000201897 0.000373748
0.23 0.000346782 -0.000191136 0.000395968
0.24 0.000377932 -0.000183737 0.000420228
0.25 0.000413869 -0.000166136 0.00044597
0.26 0.000444553 -0.000149741 0.000469095
0.27 0.000482286 -0.000125082 0.000498242
0.28 0.000511259 -9.76005e-05 0.000520492
0.29 0.000547649 -6.58391e-05 0.000551593
0.3 0.000573797 -2.60855e-05 0.00057439
0.31 0.000604637 1.29127e-05 0.000604775
0.32 0.000626782 6.44594e-05 0.000630088
0.33 0.000647508 0.000111095 0.00065697
0.34 0.000663919 0.000171803 0.000685787
0.35 0.000670798 0.000226524 0.000708014
0.36 0.000678639 0.000291824 0.000738723
0.37 0.000670028 0.000354285 0.000757928
0.38 0.000665289 0.000418814 0.000786139
0.39 0.000642236 0.000486571 0.000805741
0.4 0.000620746 0.000545913 0.000826648
0.41 0.000586321 0.000613453 0.000848585
0.42 0.000545969 0.000665502 0.000860798
0.43 0.000503397 0.000724791 0.000882457
0.44 0.000446609 0.000769581 0.000889784
0.45 0.000397437 0.000812883 0.00090484
0.46 0.00033195 0.000850625 0.000913101
0.47 0.000276045 0.00087468 0.000917205
0.48 0.000212242 0.000903519 0.000928113
0.49 0.000150361 0.000912255 0.000924564
0.5 9.57375e-05 0.000928482 0.000933405
0.51 3.26328e-05 0.000931215 0.000931786
0.52 -1.28502e-05 0.000933249 0.000933338
0.53 -6.88776e-05 0.000938416 0.00094094
0.54 -0.000111976 0.000931723 0.000938427
0.55 -0.00015525 0.000940985 0.000953706
0.56 -0.000202809 0.000937745 0.000959425
0.57 -0.00023798 0.000946647 0.000976102
0.58 -0.000290907 0.000956983 0.00100022
0.59 -0.000333157 0.000962232 0.00101828
0.6 -0.000388696 0.00098327 0.00105731
0.61 -0.000452329 0.000987643 0.0010863
0.62 -0.00051298 0.00100293 0.00112651
0.63 -0.000597885 0.00100898 0.00117282
0.64 -0.000673892 0.00100234 0.00120781
0.65 -0.000765962 0.0010007 0.0012602
0.66 -0.000862614 0.000970149 0.00129819
0.67 -0.00094957 0.00094103 0.00133687
0.68 -0.00105256 0.000894628 0.00138139
0.69 -0.00113432 0.000828347 0.00140458
0.7 -0.00121728 0.000767591 0.00143908
0.71 -0.00129467 0.000680007 0.00146239
0.72 -0.00134676 0.000598558 0.00147378
0.73 -0.00140726 0.000515115 0.00149857
0.74 -0.00144394 0.000419149 0.00150354
0.75 -0.00147538 0.000345156 0.00151522
0.76 -0.00151346 0.000258992 0.00153546
0.77 -0.00153063 0.000181009 0.0015413
0.78 -0.00156639 0.000115485 0.00157064
0.79 -0.00159966 3.04943e-05 0.00159995
0.8 -0.00162771 -3.98777e-05 0.0016282
0.81 -0.00167855 -0.000123876 0.00168312
0.82 -0.0017118 -0.000227296 0.00172682
0.83 -0.00174896 -0.000323201 0.00177857
0.84 -0.00178875 -0.00045057 0.00184463
0.85 -0.00179659 -0.000583433 0.00188895
0.86 -0.00180758 -0.000713552 0.00194332
0.87 -0.00179674 -0.000868535 0.00199565
0.88 -0.00175545 -0.00100464 0.0020226
